distCode,distName,officeCode,officeName,shopNo,month,year,noOfRcs,noOfTrans,riceAfsc,riceFsc,riceAap,wheat,sugar,rgdal,kerosene,totalAmount,salt,otherShopTransCnt
539,Nalgonda,539058,Gundlapalli,2358020,4,2018,213,213,560,3828,0,0,0,0,0,4388,0,0
539,Nalgonda,539058,Gundlapalli,2358022,4,2018,205,211,475,3478,0,0,6,0,0,4034,0,0
539,Nalgonda,539058,Gundlapalli,2358024,4,2018,300,301,770,4704,0,0,0,0,0,5474,0,0
539,Nalgonda,539058,Gundlapalli,2358025,4,2018,199,199,525,3846,0,0,14,0,0,4560,0,3
539,Nalgonda,539058,Gundlapalli,2358029,4,2018,323,323,945,5484,0,0,0,0,0,6429,0,1
539,Nalgonda,539058,Gundlapalli,2358030,4,2018,164,164,245,2964,0,0,0,0,0,3209,0,1
539,Nalgonda,539058,Gundlapalli,2358031,4,2018,269,269,560,4518,0,0,0,0,0,5078,0,1
539,Nalgonda,539058,Gundlapalli,2358032,4,2018,368,369,840,6648,0,0,24,0,0,7812,0,0
539,Nalgonda,539058,Gundlapalli,2358033,4,2018,380,381,770,6642,0,0,21,0,0,7695.5,0,1
539,Nalgonda,539058,Gundlapalli,2358034,4,2018,105,105,350,1746,0,0,0,0,0,2096,0,0
539,Nalgonda,539059,Chandam Pet,2359001,4,2018,330,356,1225,5790,0,0,26,0,0,7366,0,2
539,Nalgonda,539059,Chandam Pet,2359002,4,2018,168,178,385,3432,0,0,9,0,0,3938.5,0,0
539,Nalgonda,539059,Chandam Pet,2359003,4,2018,254,267,625,4356,0,0,12,0,0,5143,0,2
539,Nalgonda,539059,Chandam Pet,2359004,4,2018,299,317,525,6402,0,0,15,0,0,7129.5,0,0
539,Nalgonda,539059,Chandam Pet,2359005,4,2018,313,313,595,5958,0,0,0,0,0,6553,0,1
539,Nalgonda,539059,Chandam Pet,2359006,4,2018,147,147,455,2764,0,0,11,0,0,3367.5,0,0
539,Nalgonda,539059,Chandam Pet,2359009,4,2018,344,345,665,6311,0,0,0,0,0,6976,0,1
539,Nalgonda,539059,Chandam Pet,2359010,4,2018,164,191,245,3378,0,0,0,0,0,3623,0,1
539,Nalgonda,539059,Chandam Pet,2359015,4,2018,219,229,350,4446,0,0,10,0,0,4931,0,2
539,Nalgonda,539059,Chandam Pet,2359016,4,2018,129,131,420,2328,0,0,2,0,0,2775,0,0
539,Nalgonda,539059,Chandam Pet,2359017,4,2018,118,118,280,2292,0,0,8,0,0,2680,0,0
539,Nalgonda,539059,Chandam Pet,2359028,4,2018,90,94,350,1890,0,0,4,0,0,2294,0,0
539,Nalgonda,539059,Chandam Pet,2359031,4,2018,234,257,945,4326,0,0,17,0,0,5500.5,0,0
539,Nalgonda,539059,Chandam Pet,2359037,4,2018,315,334,455,6318,0,0,11,0,0,6921.5,0,0
539,Nalgonda,539059,Chandam Pet,2359038,4,2018,261,261,1015,4512,0,0,0,0,0,5527,0,0
539,Nalgonda,539059,Chandam Pet,2359039,4,2018,110,111,280,1986,0,0,0,0,0,2266,0,0
539,Nalgonda,539059,Chandam Pet,2359040,4,2018,212,221,315,4314,0,0,9,0,0,4750.5,0,1
539,Nalgonda,539059,Chandam Pet,2359044,4,2018,232,249,660,4002,0,0,15,0,0,4864.5,0,5
539,Nalgonda,539059,Chandam Pet,2359048,4,2018,242,249,245,5064,0,0,7,0,0,5403.5,0,1
539,Nalgonda,539059,Chandam Pet,2359049,4,2018,185,189,280,4002,0,0,7,0,0,4376.5,0,1
539,Nalgonda,539042,Miryalaguda,2382001,4,2018,419,422,1750,6888,0,0,50,0,0,9313,0,38
539,Nalgonda,539042,Miryalaguda,2382002,4,2018,396,397,1365,6714,0,0,39,0,0,8605.5,0,42
539,Nalgonda,539042,Miryalaguda,2382003,4,2018,313,313,2170,4704,0,0,62,0,0,7711,0,13
539,Nalgonda,539042,Miryalaguda,2382004,4,2018,331,331,1050,5393,0,0,30,0,0,6848,0,85
539,Nalgonda,539042,Miryalaguda,2382005,4,2018,555,559,2520,8832,0,0,69,0,0,12283.5,0,220
539,Nalgonda,539042,Miryalaguda,2382006,4,2018,787,795,2730,13518,0,0,78,0,0,17301,0,132
539,Nalgonda,539042,Miryalaguda,2382007,4,2018,108,110,595,1506,0,0,3,0,0,2141.5,0,24
539,Nalgonda,539042,Miryalaguda,2382008,4,2018,541,545,1120,9341,0,0,32,0,0,10893,0,32
539,Nalgonda,539042,Miryalaguda,2382009,4,2018,369,369,1401,6678,0,0,15,0,0,8281.5,0,39
539,Nalgonda,539042,Miryalaguda,2382010,4,2018,514,518,1540,8916,0,0,44,0,0,11050,0,66
539,Nalgonda,539042,Miryalaguda,2382011,4,2018,529,569,1365,9504,0,0,39,0,0,11395.5,0,110
539,Nalgonda,539042,Miryalaguda,2382012,4,2018,475,481,1855,7731,0,0,53,0,0,10301.5,0,36
539,Nalgonda,539042,Miryalaguda,2382013,4,2018,627,627,1960,10842,0,0,56,0,0,13558,0,104
539,Nalgonda,539042,Miryalaguda,2382014,4,2018,508,509,1890,8998,0,0,53,0,1,11628.5,0,39
539,Nalgonda,539042,Miryalaguda,2382015,4,2018,502,503,1645,9000,0,0,47,0,0,11279.5,0,119
539,Nalgonda,539042,Miryalaguda,2382016,4,2018,282,282,665,5040,0,0,12,0,0,5867,0,63
539,Nalgonda,539042,Miryalaguda,2382017,4,2018,260,260,1085,4277,0,0,31,0,0,5780.5,0,39
539,Nalgonda,539042,Miryalaguda,2382018,4,2018,440,443,1015,7908,0,0,29,0,0,9314.5,0,52
539,Nalgonda,539042,Miryalaguda,2382019,4,2018,409,412,1173,7434,0,0,34,0,0,9066,0,99
539,Nalgonda,539042,Miryalaguda,2382020,4,2018,804,804,1435,14604,0,0,41,0,0,16592.5,0,171
539,Nalgonda,539042,Miryalaguda,2382021,4,2018,480,482,665,8892,0,0,16,0,0,9773,0,69
539,Nalgonda,539042,Miryalaguda,2382022,4,2018,651,651,1402,11856,0,0,41,0,0,13811.5,0,216
539,Nalgonda,539042,Miryalaguda,2382023,4,2018,848,848,1820,15206,0,0,50,0,0,17701,0,248
539,Nalgonda,539042,Miryalaguda,2382024,4,2018,369,369,1540,6444,0,0,43,0,0,8564.5,0,78
539,Nalgonda,539042,Miryalaguda,2382025,4,2018,358,358,765,6593,0,0,20,0,0,7628,0,46
539,Nalgonda,539042,Miryalaguda,2382026,4,2018,321,321,1120,5520,0,0,32,0,0,7072,0,34
539,Nalgonda,539042,Miryalaguda,2382027,4,2018,338,339,735,5670,0,0,21,0,0,6688.5,0,57
539,Nalgonda,539042,Miryalaguda,2382028,4,2018,377,378,1260,6582,0,0,31,0,0,8260.5,0,68
539,Nalgonda,539042,Miryalaguda,2382029,4,2018,712,717,2310,12300,0,511,66,0,0,19078,0,171
539,Nalgonda,539042,Miryalaguda,2382030,4,2018,500,505,1645,8820,0,0,45,0,0,11072.5,0,84
539,Nalgonda,539042,Miryalaguda,2382031,4,2018,551,554,1120,10140,0,0,32,0,0,11692,0,113
539,Nalgonda,539042,Miryalaguda,2382032,4,2018,347,348,910,5861,0,0,26,0,0,7122,0,2
539,Nalgonda,539042,Miryalaguda,2382033,4,2018,571,572,1365,9636,0,0,38,0,0,11514,0,25
539,Nalgonda,539042,Miryalaguda,2382034,4,2018,492,499,840,8538,0,0,28,0,0,9756,0,137
539,Nalgonda,539042,Miryalaguda,2382035,4,2018,352,357,735,6204,0,0,15,0,0,7141.5,0,76
539,Nalgonda,539042,Miryalaguda,2382036,4,2018,623,625,1645,11316,0,0,39,0,0,13487.5,0,94
539,Nalgonda,539042,Miryalaguda,2382037,4,2018,487,487,1505,8772,0,0,39,0,0,10803.5,0,93
539,Nalgonda,539042,Miryalaguda,2382038,4,2018,381,381,840,6354,0,0,24,0,0,7518,0,13
539,Nalgonda,539042,Miryalaguda,2382039,4,2018,407,409,1190,7106,0,0,17,0,0,8525.5,0,68
539,Nalgonda,539042,Miryalaguda,2382040,4,2018,560,560,1015,10248,0,0,29,0,0,11654.5,0,143
539,Nalgonda,539042,Miryalaguda,2382041,4,2018,200,203,630,3652,0,0,18,0,0,4525,0,19
539,Nalgonda,539042,Miryalaguda,2382042,4,2018,369,369,1925,6288,0,0,55,0,0,8955.5,0,45
539,Nalgonda,539042,Miryalaguda,2382043,4,2018,435,436,1365,7794,0,0,0,0,0,9159,0,94
539,Nalgonda,539034,Nalgonda,2383001,4,2018,611,613,1961,11172,0,0,56,0,0,13889,0,39
539,Nalgonda,539034,Nalgonda,2383002,4,2018,737,739,840,13721,0,0,24,0,0,14885,0,103
539,Nalgonda,539034,Nalgonda,2383003,4,2018,235,236,700,4428,0,0,20,0,0,5398,0,1
539,Nalgonda,539034,Nalgonda,2383004,4,2018,618,618,2520,10404,0,0,72,0,0,13896,0,72
539,Nalgonda,539034,Nalgonda,2383006,4,2018,497,497,1062,9048,0,0,0,0,0,10110,0,14
539,Nalgonda,539034,Nalgonda,2383009,4,2018,478,485,1680,8346,0,0,48,0,0,10674,0,27
539,Nalgonda,539034,Nalgonda,2383010,4,2018,924,924,1995,16578,0,0,57,0,0,19342.5,0,84
539,Nalgonda,539034,Nalgonda,2383012,4,2018,682,713,1540,11916,0,0,31,0,0,13874.5,0,39
539,Nalgonda,539034,Nalgonda,2383015,4,2018,513,514,2380,8820,0,0,68,0,0,12118,0,44
539,Nalgonda,539034,Nalgonda,2383017,4,2018,525,527,2310,9234,0,0,64,0,0,12408,0,44
539,Nalgonda,539034,Nalgonda,2383025,4,2018,408,457,1855,6978,0,0,49,0,0,9494.5,0,31
539,Nalgonda,539034,Nalgonda,2383026,4,2018,208,208,595,4092,0,0,17,0,0,4916.5,0,18
539,Nalgonda,539034,Nalgonda,2383027,4,2018,581,583,2205,10308,0,0,63,0,0,13363.5,0,89
539,Nalgonda,539034,Nalgonda,2383028,4,2018,510,510,1925,8544,0,0,52,0,0,11171,0,89
539,Nalgonda,539034,Nalgonda,2383029,4,2018,556,560,1715,10230,0,0,49,0,0,12606.5,0,56
539,Nalgonda,539034,Nalgonda,2383030,4,2018,406,410,1645,7170,0,0,45,0,0,9422.5,0,44
539,Nalgonda,539034,Nalgonda,2383031,4,2018,515,515,2205,9060,0,0,63,0,0,12115.5,0,55
539,Nalgonda,539034,Nalgonda,2383032,4,2018,438,438,1820,8016,0,0,0,0,0,9836,0,79
539,Nalgonda,539034,Nalgonda,2383033,4,2018,356,366,910,6486,0,0,26,0,0,7747,0,75
539,Nalgonda,539034,Nalgonda,2383034,4,2018,519,519,2065,9786,0,0,59,0,0,12647.5,0,46
539,Nalgonda,539034,Nalgonda,2383035,4,2018,590,591,1960,10722,0,0,56,0,0,13438,0,173
539,Nalgonda,539034,Nalgonda,2383036,4,2018,431,437,2170,7824,0,0,62,0,0,10831,0,43
539,Nalgonda,539034,Nalgonda,2383037,4,2018,668,668,1120,12990,0,0,31,0,0,14528.5,0,100
539,Nalgonda,539034,Nalgonda,2383038,4,2018,371,371,805,6846,0,0,23,0,0,7961.5,0,110
539,Nalgonda,539034,Nalgonda,2383039,4,2018,528,532,1400,10014,0,0,40,0,0,11954,0,99
539,Nalgonda,539034,Nalgonda,2383040,4,2018,336,336,1645,5790,0,0,47,0,0,8069.5,0,33
539,Nalgonda,539034,Nalgonda,2383041,4,2018,464,471,2103,7712,0,0,52,0,0,10517,0,87
539,Nalgonda,539034,Nalgonda,2383042,4,2018,630,632,2450,10794,0,0,69,0,0,14175.5,0,164
539,Nalgonda,539034,Nalgonda,2383043,4,2018,556,558,1862,9576,0,0,53,0,0,12153.5,0,155
539,Nalgonda,539034,Nalgonda,2383044,4,2018,572,572,1785,9936,0,0,50,0,0,12396,0,162
539,Nalgonda,539034,Nalgonda,2383045,4,2018,772,774,1890,14376,0,0,54,0,0,16995,0,171
539,Nalgonda,539034,Nalgonda,2383046,4,2018,520,522,2100,8706,0,0,56,0,0,11562,0,22
539,Nalgonda,539034,Nalgonda,2383047,4,2018,564,566,1470,10596,0,0,41,0,0,12619.5,0,43
539,Nalgonda,539034,Nalgonda,2383048,4,2018,574,575,2030,9756,0,0,58,0,0,12569,0,91
539,Nalgonda,539034,Nalgonda,2383049,4,2018,555,558,1225,10086,0,0,34,0,0,11770,0,82
539,Nalgonda,539034,Nalgonda,2383050,4,2018,620,622,1050,12184,0,0,30,0,0,13639,0,118
539,Nalgonda,539034,Nalgonda,2383051,4,2018,575,578,1120,10638,0,0,32,0,0,12190,0,96
539,Nalgonda,539034,Nalgonda,2383052,4,2018,661,703,2555,12030,0,0,69,0,0,15516.5,0,132
539,Nalgonda,539034,Nalgonda,2383053,4,2018,391,391,1540,6594,0,0,0,0,0,8134,0,8
539,Nalgonda,539034,Nalgonda,2383054,4,2018,559,561,1610,10048,0,0,47,0,0,12292.5,0,256
539,Nalgonda,539034,Nalgonda,2383055,4,2018,909,911,1925,17226,0,0,54,0,0,19880,0,277
539,Nalgonda,539034,Nalgonda,2383056,4,2018,147,147,3920,660,0,0,0,0,0,4580,0,1
539,Nalgonda,539034,Nalgonda,2383057,4,2018,304,307,1750,5244,0,0,50,0,0,7669,0,35
539,Nalgonda,539034,Nalgonda,2383058,4,2018,819,824,1750,15288,0,0,50,0,0,17713,0,257
539,Nalgonda,539034,Nalgonda,2383059,4,2018,398,406,735,7776,0,0,8,0,0,8619,0,84
539,Nalgonda,539034,Nalgonda,2383060,4,2018,497,520,1893,9096,0,0,51,0,0,11677.5,0,68
539,Nalgonda,539034,Nalgonda,2383061,4,2018,703,708,2625,12084,0,0,75,0,0,15721.5,0,146
539,Nalgonda,539034,Nalgonda,2383062,4,2018,775,780,2270,14028,0,0,64,0,0,17162,0,151
539,Nalgonda,539034,Nalgonda,2383063,4,2018,440,441,1155,8028,0,0,33,0,0,9628.5,0,101
539,Nalgonda,539034,Nalgonda,2383064,4,2018,421,423,2170,6634,0,0,62,0,0,9641,0,20
539,Nalgonda,539034,Nalgonda,2383065,4,2018,742,750,5740,11376,0,0,162,0,0,19303,0,87
539,Nalgonda,539034,Nalgonda,2383066,4,2018,604,605,2380,10601,0,0,68,0,0,13899,0,106
539,Nalgonda,539034,Nalgonda,2383067,4,2018,542,543,1190,9821,0,0,34,0,0,11470,0,71
539,Nalgonda,539085,Madugulapally,2385001,4,2018,290,291,455,4512,0,0,13,0,0,5142.5,0,140
539,Nalgonda,539085,Madugulapally,2385002,4,2018,189,191,630,2892,0,0,18,0,0,3765,0,99
539,Nalgonda,539085,Madugulapally,2385003,4,2018,265,265,805,4104,0,0,23,0,0,5219.5,0,0
539,Nalgonda,539085,Madugulapally,2385004,4,2018,434,435,1015,7176,0,0,29,0,0,8582.5,0,15
539,Nalgonda,539085,Madugulapally,2385005,4,2018,269,269,770,4230,0,0,22,0,0,5297,0,1
539,Nalgonda,539085,Madugulapally,2385006,4,2018,549,549,1050,9930,0,0,30,0,0,11385,0,5
539,Nalgonda,539085,Madugulapally,2385007,4,2018,383,383,595,6264,0,0,16,0,0,7075,0,1
539,Nalgonda,539085,Madugulapally,2385008,4,2018,418,419,770,6456,0,0,19,0,0,7482.5,0,2
539,Nalgonda,539085,Madugulapally,2385009,4,2018,469,473,1050,7763,0,0,30,0,0,9218,0,6
539,Nalgonda,539085,Madugulapally,2385010,4,2018,412,412,1015,6696,0,0,29,0,0,8102.5,0,5
539,Nalgonda,539085,Madugulapally,2385011,4,2018,235,235,420,3744,0,0,12,0,0,4326,0,4
539,Nalgonda,539085,Madugulapally,2385012,4,2018,307,309,875,5249,0,0,25,0,0,6461.5,0,0
539,Nalgonda,539085,Madugulapally,2385013,4,2018,308,309,694,5160,0,0,20,0,0,6124,0,6
539,Nalgonda,539085,Madugulapally,2385014,4,2018,223,232,455,3588,0,0,12,0,0,4205,0,1
539,Nalgonda,539085,Madugulapally,2385015,4,2018,351,352,945,5910,0,0,27,0,0,7219.5,0,0
539,Nalgonda,539085,Madugulapally,2385016,4,2018,247,247,2625,3043,0,0,6,0,0,5749,0,2
539,Nalgonda,539085,Madugulapally,2385017,4,2018,307,317,560,4998,0,0,10,0,0,5693,0,0
539,Nalgonda,539085,Madugulapally,2385018,4,2018,313,313,665,5178,0,0,19,0,0,6099.5,0,5
539,Nalgonda,539085,Madugulapally,2385019,4,2018,207,207,245,3600,0,0,6,0,0,3926,0,3
539,Nalgonda,539085,Madugulapally,2385020,4,2018,247,250,455,3972,0,0,13,0,0,4602.5,0,2
539,Nalgonda,539085,Madugulapally,2385021,4,2018,278,278,595,4566,0,0,17,0,0,5390.5,0,1
539,Nalgonda,539085,Madugulapally,2385022,4,2018,236,238,630,3942,0,0,18,0,0,4815,0,0
539,Nalgonda,539085,Madugulapally,2385023,4,2018,183,188,420,3126,0,0,12,0,0,3708,0,3
539,Nalgonda,539085,Madugulapally,2385024,4,2018,568,568,1260,9234,0,0,35,0,0,10966.5,0,142
539,Nalgonda,539085,Madugulapally,2385025,4,2018,301,301,910,4632,0,0,26,0,0,5893,0,0
539,Nalgonda,539085,Madugulapally,2385026,4,2018,163,163,525,2394,0,0,16,0,0,3135,0,57
539,Nalgonda,539086,Adavi Devula Pally,2386001,4,2018,329,329,71,5772,0,0,3,0,0,5883.5,0,0
539,Nalgonda,539086,Adavi Devula Pally,2386002,4,2018,143,143,210,2526,0,0,6,0,0,2817,0,0
539,Nalgonda,539086,Adavi Devula Pally,2386003,4,2018,289,289,1050,4908,0,0,30,0,0,6363,0,26
539,Nalgonda,539086,Adavi Devula Pally,2386004,4,2018,323,323,840,5358,0,0,23,0,0,6508.5,0,46
539,Nalgonda,539086,Adavi Devula Pally,2386005,4,2018,240,242,1120,3570,0,0,32,0,0,5122,0,19
539,Nalgonda,539086,Adavi Devula Pally,2386006,4,2018,475,476,350,8864,0,0,10,0,0,9349,0,1
539,Nalgonda,539086,Adavi Devula Pally,2386007,4,2018,287,290,595,5262,0,0,17,0,0,6086.5,0,4
539,Nalgonda,539086,Adavi Devula Pally,2386008,4,2018,351,354,700,5898,0,0,18,0,0,6841,0,2
539,Nalgonda,539086,Adavi Devula Pally,2386009,4,2018,166,166,105,3024,0,0,3,0,0,3169.5,0,2
539,Nalgonda,539086,Adavi Devula Pally,2386010,4,2018,326,326,1155,5898,0,0,33,0,0,7498.5,0,1
539,Nalgonda,539086,Adavi Devula Pally,2386011,4,2018,306,316,385,5488,0,0,9,0,0,5994.5,0,1
539,Nalgonda,539086,Adavi Devula Pally,2386012,4,2018,266,268,210,4542,0,0,6,0,0,4833,0,1
539,Nalgonda,539086,Adavi Devula Pally,2386013,4,2018,250,250,945,4038,0,0,27,0,0,5347.5,0,16
539,Nalgonda,539087,Thirumalagiri Sagar,2387001,4,2018,182,198,525,2844,0,0,15,0,0,3571.5,0,1
539,Nalgonda,539087,Thirumalagiri Sagar,2387002,4,2018,364,364,525,6156,0,0,7,0,0,6775.5,0,3
539,Nalgonda,539087,Thirumalagiri Sagar,2387003,4,2018,156,167,385,2886,0,0,12,0,0,3433,0,0
539,Nalgonda,539087,Thirumalagiri Sagar,2387004,4,2018,368,369,1120,5976,0,0,30,0,0,7501,0,3
539,Nalgonda,539087,Thirumalagiri Sagar,2387005,4,2018,343,346,1015,5598,0,0,29,0,0,7004.5,0,94
539,Nalgonda,539087,Thirumalagiri Sagar,2387006,4,2018,182,182,730,3006,0,0,20,0,0,4006,0,1
539,Nalgonda,539087,Thirumalagiri Sagar,2387007,4,2018,179,182,560,3042,0,0,16,0,0,3818,0,17
539,Nalgonda,539087,Thirumalagiri Sagar,2387008,4,2018,343,343,1120,5796,0,0,29,0,0,7307.5,0,6
539,Nalgonda,539087,Thirumalagiri Sagar,2387009,4,2018,157,157,560,2448,0,0,16,0,0,3224,0,0
539,Nalgonda,539087,Thirumalagiri Sagar,2387010,4,2018,373,376,840,5862,0,0,24,0,0,7026,0,16
539,Nalgonda,539087,Thirumalagiri Sagar,2387011,4,2018,376,376,562,6060,0,0,17,0,0,6851.5,0,8
539,Nalgonda,539087,Thirumalagiri Sagar,2387012,4,2018,325,325,661,6150,0,0,19,0,0,7067.5,0,1
539,Nalgonda,539087,Thirumalagiri Sagar,2387013,4,2018,323,325,630,5994,0,0,18,0,0,6867,0,8
539,Nalgonda,539087,Thirumalagiri Sagar,2387014,4,2018,211,211,385,3858,0,0,9,0,0,4364.5,0,2
539,Nalgonda,539087,Thirumalagiri Sagar,2387015,4,2018,234,235,562,3882,0,0,18,0,0,4687,0,4
539,Nalgonda,539087,Thirumalagiri Sagar,2387016,4,2018,459,460,946,7590,0,0,25,0,0,8873.5,0,2
539,Nalgonda,539087,Thirumalagiri Sagar,2387017,4,2018,236,240,595,3936,0,0,15,0,0,4733.5,0,4
539,Nalgonda,539087,Thirumalagiri Sagar,2387018,4,2018,258,261,805,4746,0,0,23,0,0,5861.5,0,6
539,Nalgonda,539087,Thirumalagiri Sagar,2387019,4,2018,241,241,350,4332,0,0,10,0,0,4817,0,3
539,Nalgonda,539087,Thirumalagiri Sagar,2387020,4,2018,384,384,980,7020,0,0,27,0,0,8364.5,0,0
539,Nalgonda,539087,Thirumalagiri Sagar,2387021,4,2018,269,269,702,5112,0,0,20,0,0,6084,0,0
539,Nalgonda,539087,Thirumalagiri Sagar,2387022,4,2018,321,321,316,6042,0,0,9,0,0,6479.5,0,12
539,Nalgonda,539087,Thirumalagiri Sagar,2387023,4,2018,330,358,840,5981,0,0,25,0,0,7158.5,0,0
539,Nalgonda,539087,Thirumalagiri Sagar,2387024,4,2018,298,299,665,5982,0,0,19,0,0,6903.5,0,0
539,Nalgonda,539087,Thirumalagiri Sagar,2387025,4,2018,228,228,1750,3666,0,0,48,0,0,6064,0,2
539,Nalgonda,539087,Thirumalagiri Sagar,2387026,4,2018,220,220,1120,3612,0,0,0,0,0,4732,0,0
539,Nalgonda,539087,Thirumalagiri Sagar,2387027,4,2018,287,288,665,5490,0,0,19,0,0,6411.5,0,1
539,Nalgonda,539087,Thirumalagiri Sagar,2387028,4,2018,233,235,1121,3996,0,0,32,0,0,5549,0,0
539,Nalgonda,539087,Thirumalagiri Sagar,2387029,4,2018,233,235,387,4734,0,0,11,0,0,5269.5,0,1
539,Nalgonda,539087,Thirumalagiri Sagar,2387030,4,2018,151,151,175,2946,0,0,5,0,0,3188.5,0,1
539,Nalgonda,539087,Thirumalagiri Sagar,2387031,4,2018,382,383,560,6054,0,0,15,0,0,6816.5,0,2
539,Nalgonda,539087,Thirumalagiri Sagar,2387032,4,2018,232,232,420,4007,0,0,11,0,0,4575.5,0,4
539,Nalgonda,539087,Thirumalagiri Sagar,2387033,4,2018,209,209,525,3630,0,0,14,0,0,4344,0,0
539,Nalgonda,539087,Thirumalagiri Sagar,2387035,4,2018,113,115,327,1872,0,0,9,0,0,2320.5,0,0
539,Nalgonda,539088,Neredugommu,2388001,4,2018,511,511,1120,9084,0,0,32,0,0,10636,0,5
539,Nalgonda,539088,Neredugommu,2388002,4,2018,187,191,630,3498,0,0,18,0,0,4371,0,0
539,Nalgonda,539088,Neredugommu,2388008,4,2018,313,315,700,5882,0,0,0,0,0,6582,0,1
539,Nalgonda,539088,Neredugommu,2388009,4,2018,274,283,525,5178,0,0,9,0,0,5824.5,0,3
539,Nalgonda,539088,Neredugommu,2388013,4,2018,116,120,175,2346,0,0,4,0,0,2575,0,0
539,Nalgonda,539088,Neredugommu,2388014,4,2018,179,179,595,3168,0,0,0,0,0,3763,0,0
539,Nalgonda,539088,Neredugommu,2388016,4,2018,138,138,1190,2090,0,0,0,0,0,3280,0,0
539,Nalgonda,539088,Neredugommu,2388017,4,2018,265,267,525,5011,0,0,15,0,0,5738.5,0,13
539,Nalgonda,539088,Neredugommu,2388020,4,2018,192,192,525,3496,0,0,0,0,0,4021,0,2
539,Nalgonda,539088,Neredugommu,2388021,4,2018,240,240,420,4890,0,0,1,0,0,5323.5,0,0
539,Nalgonda,539089,Konda Mallepally,2389001,4,2018,231,231,210,4782,0,0,5,0,0,5059.5,0,64
539,Nalgonda,539089,Konda Mallepally,2389002,4,2018,243,243,560,5394,0,0,0,0,0,5954,0,6
539,Nalgonda,539089,Konda Mallepally,2389003,4,2018,499,501,1086,10319,0,0,25,0,0,11742.5,0,112
539,Nalgonda,539089,Konda Mallepally,2389004,4,2018,566,566,490,11706,0,0,13,0,0,12371.5,0,193
539,Nalgonda,539089,Konda Mallepally,2389005,4,2018,312,312,1255,5903,0,0,31,0,1,7601.5,0,59
539,Nalgonda,539089,Konda Mallepally,2389006,4,2018,442,442,1015,8466,0,0,27,0,0,9845.5,0,8
539,Nalgonda,539089,Konda Mallepally,2389007,4,2018,260,262,700,4656,0,0,11,0,0,5504.5,0,11
539,Nalgonda,539089,Konda Mallepally,2389008,4,2018,401,403,1331,7422,0,0,38,0,0,9266,0,17
539,Nalgonda,539089,Konda Mallepally,2389009,4,2018,248,249,695,4395,0,0,12,0,0,5252,0,2
539,Nalgonda,539089,Konda Mallepally,2389010,4,2018,192,194,560,4343,0,0,15,0,0,5105.5,0,0
539,Nalgonda,539089,Konda Mallepally,2389011,4,2018,240,240,630,4348,0,0,0,0,0,4978,0,1
539,Nalgonda,539089,Konda Mallepally,2389012,4,2018,123,123,140,2514,0,0,0,0,0,2654,0,1
539,Nalgonda,539089,Konda Mallepally,2389013,4,2018,210,210,630,3264,0,0,0,0,0,3894,0,0
539,Nalgonda,539089,Konda Mallepally,2389014,4,2018,218,218,490,4572,0,0,0,0,0,5062,0,2
539,Nalgonda,539089,Konda Mallepally,2389015,4,2018,234,234,524,4997,0,0,0,0,0,5521,0,2
539,Nalgonda,539089,Konda Mallepally,2389016,4,2018,140,140,210,2856,0,0,0,0,0,3066,0,0
539,Nalgonda,539089,Konda Mallepally,2389017,4,2018,276,298,770,5819,0,0,22,0,0,6886,0,27
539,Nalgonda,539089,Konda Mallepally,2389018,4,2018,277,277,588,6060,10,0,0,0,0,6648,0,79
539,Nalgonda,539089,Konda Mallepally,2389019,4,2018,254,278,840,4680,0,0,24,0,0,5844,0,0
539,Nalgonda,539089,Konda Mallepally,2389020,4,2018,174,174,210,3816,0,0,3,0,0,4066.5,0,0
540,Hanumakonda,540009,Dharmasagar,2109013,4,2018,318,331,665,5154,0,0,13,0,0,5994.5,0,1
540,Hanumakonda,540009,Dharmasagar,2109014,4,2018,513,526,980,8766,0,0,28,0,0,10124,0,47
540,Hanumakonda,540009,Dharmasagar,2109015,4,2018,298,299,1015,4788,0,0,0,0,0,5803,0,10
540,Hanumakonda,540009,Dharmasagar,2109016,4,2018,424,424,840,6774,0,0,0,0,0,7614,0,15
540,Hanumakonda,540009,Dharmasagar,2109017,4,2018,432,451,1645,6935,0,0,19,0,0,8836.5,0,63
540,Hanumakonda,540009,Dharmasagar,2109018,4,2018,319,320,875,5154,0,0,25,0,0,6366.5,0,5
540,Hanumakonda,540009,Dharmasagar,2109019,4,2018,440,448,805,7212,0,0,23,0,0,8327.5,0,30
540,Hanumakonda,540009,Dharmasagar,2109020,4,2018,410,417,800,7056,0,0,13,0,0,8031.5,0,0
540,Hanumakonda,540009,Dharmasagar,2109021,4,2018,315,331,590,5028,0,0,16,0,0,5834,0,22
540,Hanumakonda,540009,Dharmasagar,2109022,4,2018,256,256,560,4332,0,0,0,0,0,4892,0,1
540,Hanumakonda,540009,Dharmasagar,2109023,4,2018,288,288,490,4992,0,0,0,0,0,5482,0,13
540,Hanumakonda,540009,Dharmasagar,2109024,4,2018,330,330,564,5604,0,0,21,0,0,6451.5,0,42
540,Hanumakonda,540009,Dharmasagar,2109025,4,2018,487,499,735,8388,0,0,12,0,0,9285,0,119
540,Hanumakonda,540009,Dharmasagar,2109026,4,2018,519,523,1085,9006,0,0,29,0,3,10557.5,0,80
540,Hanumakonda,540009,Dharmasagar,2109027,4,2018,453,454,1121,7578,0,0,32,0,0,9131,0,103
